input,output,output_predicted,similarity_score
Nodes possess a gray or brown membranous sheath called? ochreate stipules.,Nodes possess a gray or brown membranous sheath called ochreate stipules.,Nodes possess a gray or brown membranous sheath called? ochreate stipules.,0.9864864864864865
Here we are still having little greenery around us for.,Here we still have little greenery around us .,Here we are still having little greenery around us for.,0.8181818181818181
6. Cook on griddle or non stick pan till bubble dream form suitable ....,6. Cook on griddle or in non stick pan till bubbles form and break.,6. Cook on griddle or non stick pan till bubble dream form suitable....,0.7464788732394366
"Haynes Keys to Effective Group Leader : How to Sell Leader = Establishm yst and Team Cell = Detrity Cell, Team = Taylors, SC: CDLM, 2007.","George, Carl F., and Warren Bird. Nine Keys to Effective Small Group Leadership : How Lay Leaders Can Establish Dynamic and Healthy Cells, Classes, or Teams. Taylors, SC: CDLM, 2007.","Haynes Keys to Effective Group Leader : How to Sell Leader = Establishment and Team Cell = Detrity Cell, Team = Taylors, SC: CDLM, 2007.",0.532967032967033
Reaching Higher (Bronzeraid mode describe Player level 20.,Reaching Higher (Bronze): Raid mode: Reach player level 20.,Reaching Higher (Bronzeraid mode describe Player level 20).,0.7796610169491526
"1/7/2019: New examples of 'hypertransitions' added (note, requires log-in, contact us)","1/7/2019: New examples of 'hyper-transitions' added (note, requires log-in, contact us).","1/7/2019: New examples of 'hypertransitions' added (note, requires log-in, contact us).",0.9886363636363636
"Depending on whether how you want your eggs cooked depends on how long you leave lid in, once the eggs have gotten the cooking time, I pour out hot water leave the eggs in the sau ke pan and start to run cold water over these this may effects of cooking.","Depending on how you want your eggs cooked depends on how long you leave the lid on for, once the eggs have reached the desired cooking time, I pour out the hot water leave the eggs sitting in the saucepan and start running cold water over these this stops the cooking process.","Depending on whether how you want your eggs cooked depends on how long you leave lid in, once the eggs have gotten the cooking time, I pour out hot water leave the eggs in the sau ke pan and start to run cold water over these this may effects of cooking.",0.7364620938628159
"Gonwa, Claire Westrick was born in 1984 registering to vote, giving her address as 12743 E Asbury CIR # 302, AURORA, Arapahoe County, CO. Her voter ID number is 601801288.","Gonwa, Claire Westrick was born in 1984 and she registered to vote, giving her address as 12743 E Asbury CIR # 302, AURORA, Arapahoe County, CO. Her voter ID number is 601801288.","Gonwa, Claire Westrick was born in 1984 registering to vote, giving her address as 12743 E Asbury CIR # 302, AURORA, Arapahoe County, CO. Her voter ID number is 601801288.",0.9382022471910112
Again in this place perfect and enjoy it!,Again ... welcome and enjoy!,Again in this place perfect and enjoy it!,0.4878048780487805
3)Sun acquired MySQL in 2008 (not Oracle). Oracle - Sun in 2010.,3)Sun acquired MySQL in 2008 (not Oracle). Oracle acquired Sun in 2010.,3)Sun acquired MySQL in 2008 (not Oracle). Oracle - Sun in 2010.,0.8873239436619719
"For more information, and booking a tour of the UNIT-O facility, contect to Brian Leshon 714.213.8018, check out fill out the contact form on the website.","For more information, and to book a tour of the UNIT-O facility, contact Brian Leshon at 714.213.8018, or fill out the contact form on the website.","For more information, and booking a tour of the UNIT-O facility, contact Brian Leshon 714.213.8018, fill out the contact form on the website.",0.9183673469387755
Luruja United football club oh Ofua 3Refugee Camp beat Amuru Central FC 2-1 at the Preparation of the Zonal league where is to take place on the 4th of December 2018 at Edan Refugees settlement.,Luruja United football club of Ofua 3Refugee Camp beat Amuru Central FC 2-1 in the Preparation for the Zonal league which is to take place on the 4th of December 2018 at Edan Refugees settlement.,"Luruja United football club oh Ofua 3Refugee Camp beat Amuru Central FC 2-1 at the Preparation of the Zonal League, which will take place on the 4th of December 2018 at Edan Refugees settlement.",0.9384615384615385
"Unless noted by the contenary, all trademarks and other intellectual properties on this site are possessed by Societe des Produits Nestle S.A.","Unless noted to the contrary, all trademarks and other intellectual properties on this site are owned by Societe des Produits Nestle S.A.","Unless noted by the contenary, all trademarks and other intellectual property on this site are possessed by Societe des Produits Nestle S.A.",0.9071428571428571
"If the steering wheel resistance isn't enough and you get too close, the car will even try and kolt you out of the wayes so you should be avoiding hitting them.","If the steering wheel resistance isn't enough and you get too close, the car will even try and jolt you out of the way so you avoid hitting them.","If the steering wheel resistance isn't enough and you get too close, the car will even try and kolt you out of the way so you should be avoiding hitting them.",0.9113924050632911
Cabintotch would be exhibiting from booth # 718 of the cabinet & closet conference & Expo and click HERE for seeing a full list of any exhibitor.,Cabintotch will be exhibiting in Booth # 718 at the Cabinets & Closets Conference & Expo. Click HERE to see a complete list of all exhibitors.,Cabintotch would be exhibiting from booth # 718 of the cabinet & closet conference & Expo. Click HERE for a full list of any exhibitor.,0.7887323943661972
The fact is that successive Governments have manipulated rail investment as a political tol to win votes in a stead of having a long-term strategy.,"The fact is that successive Governments have manipulated rail investment as a political tool to win votes, rather than having a long-term strategy.",The fact is that successive Governments have manipulated rail investment as a political tol to win votes in a stead of having a long-term strategy.,0.9047619047619048
"Additionally it is recommended that all removable parts (cushions:?), arm or leg rests and side gards be stowed in a fit under or overhead bin in case if the parts fit in within also respects all of FAA safety requirement in onboard on board.","Additionally, it is recommended that all removable parts (i.e., cushions, arm or leg rests, and side guards) be stowed in an overhead bin or under a seat if the parts fit and also meet all FAA safety requirements for onboard stowage.","Additionally it is recommended that all removable parts (cushions:?), arm or leg rests and side gards be stowed in a fit under or overhead bin in case if the parts fit in within also respects all FAA safety requirements in onboard on board.",0.7541666666666667
"If you have a math formula in LaTeX, click on the math button at the top of the article edition, or write your formula between ,<math> and </math>,,,,,,,,,,,,,,,,,,,,,,,, ,, ... tags.","To write a math formula in LaTeX, click on the math button at the top of the article edition, or write your formula beetween <math> and </math> tags.","If you have a math formula in LaTeX, click on the math button at the top of the article edition, or write your formula between,math> and /math>,,,,,,,,,,,,,,,,,,,",0.8024691358024691
